CACODE	CONSTITUENCY_C	CONSTITUENCY_E	CAND_NUM	NAME_E	NAME_C	AFFILIATION
E11	大角咀北	taikoktsuinorth	1	wongkaying	王嘉盈	公民黨
E11	大角咀北	taikoktsuinorth	2	laupakkei	劉柏祺	民建聯
E12	大南	tainan	1	chiuyukkwong	趙旭光	青年新政/傘後組織
E12	大南	tainan	2	fungjoshuamantao	馮文韜	民主黨
E12	大南	tainan	3	chongwingcharnfrancis	莊永燦	西九新動力/經民聯
E13	旺角北	mongkoknorth	1	wongshuming	黃舒明	西九新動力
E13	旺角北	mongkoknorth	2	wongkachun	黃家俊	青年新政/傘後組織
E14	旺角東	mongkokeast	1	tsejeffersonkeller	謝卓男	不明確
E14	旺角東	mongkokeast	2	wongkinsan	黃建新	西九新動力
E14	旺角東	mongkokeast	3	lauchunyip	劉俊業	民主黨
E15	旺角南	mongkoksouth	1	chowchunfai	仇振輝	西九新動力
E16	油麻地北	yaumateinorth	1	manyunwa	文潤華	工聯會
E16	油麻地北	yaumateinorth	2	lamkinman	林健文	民協
E17	尖東及京士柏	easttsimshatsui&king'spark	1	chanmanyuhenry	陳文佑	公共專業聯盟
E17	尖東及京士柏	easttsimshatsui&king'spark	2	tangmingsummichelle	鄧銘心	九龍社團聯會
E18	尖沙咀中	tsimshatsuicentral	1	liusiufai	廖少輝	獨立建制派
E18	尖沙咀中	tsimshatsuicentral	2	kwansauling	關秀玲	民建聯
E19	佐敦北	jordannorth	1	jochunwah	楊鎮華	民建聯
E19	佐敦北	jordannorth	2	chickchileung	戚志良	獨立民主派/傘後組織
F01	寶麗	polai	1	tsehiuhung	謝曉虹	九龍社團聯會
F01	寶麗	polai	2	leungyaufong	梁有方	民協
F02	長沙灣	cheungshawan	1	lamkafaiaaron	林家輝	西九新動力/經民聯
F02	長沙灣	cheungshawan	2	lamshuihum	林瑞含	獨立民主派
F02	長沙灣	cheungshawan	3	leemanholeos	李文浩	長沙灣社區發展力量/傘後組織
F03	南昌北	namcheongnorth	1	chengwingshunvincent	鄭泳舜	民建聯
F03	南昌北	namcheongnorth	2	chanwingfaijordan	陳永輝	人民力量
F04	石硤尾	shekkipmei	1	chankwokwai	陳國偉	西九新動力
F04	石硤尾	shekkipmei	2	tsungposhan	秦寶山	民協
F05	南昌東	namcheongeast	1	hokaimingkalvin	何啟明	民協
F05	南昌東	namcheongeast	2	miuhoiming	苗凱明	民建聯
F06	南昌南	namcheongsouth	1	lamwaitong	林偉棠	神州青年服務社
F06	南昌南	namcheongsouth	2	leewingman	李詠民	勞聯
F07	南昌中	namcheongcentral	1	laupuiyuk	劉佩玉	民建聯
F07	南昌中	namcheongcentral	2	makwaiming	麥偉明	獨立民主派
F08	南昌西	namcheongwest	1	heungminghau	香明孝	九龍社團聯會
F08	南昌西	namcheongwest	2	waiwoonnam	衞煥南	民協
F09	富昌	fucheong	1	likwing	李炯	民協
F09	富昌	fucheong	2	leungmankwong	梁文廣	西九新動力
F10	麗閣	laikok	1	chanwingyan	陳穎欣	民建聯/工聯會
F10	麗閣	laikok	2	wongchungkieric	黃仲棋	獨立民主派
F10	麗閣	laikok	3	fungkinkeefrederick	馮檢基	民協
F11	幸福	fortune	1	cheungtakwai	張德偉	民建聯
F11	幸福	fortune	2	chowwingheng	鄒穎恒	民協
F12	荔枝角南	laichikoksouth	1	yeungyuk	楊彧	民協
F12	荔枝角南	laichikoksouth	2	tanwiehonderrick	陳威雄	民建聯
F12	荔枝角南	laichikoksouth	3	muiyu	梅宇	獨立建制派
F13	美孚南	meifoosouth	1	tzengliwenjudy	曾麗文	獨立民主派
F13	美孚南	meifoosouth	2	wongtakchuenjoe	王德全	公民黨
F13	美孚南	meifoosouth	3	wongtattung	黃達東	民建聯
F14	美孚中	meifoocentral	1	ngyuetlan	伍月蘭	公民黨
F14	美孚中	meifoocentral	2	shumsiuhung	沈少雄	經民聯/西九新動力
F14	美孚中	meifoocentral	3	chanchungkongstephen	陳松光	不明確
F15	美孚北	meifoonorth	1	cheungwingsumambrose	張永森	西九新動力
F15	美孚北	meifoonorth	2	lichunheijoshua	李俊晞	公民黨
F16	荔枝角中	laichikokcentral	1	likifungbruce	李祺逢	西九新動力/經民聯
F16	荔枝角中	laichikokcentral	2	yuenhoiman	袁海文	民主黨
F17	荔枝角北	laichikoknorth	1	chumtakshing	覃德誠	民協
F17	荔枝角北	laichikoknorth	2	wusaichuen	胡世全	獨立建制派
F17	荔枝角北	laichikoknorth	3	wongking	黃敬	獨立建制派
F18	元州及蘇屋	unchau&souk	1	chanwaiming	陳偉明	民建聯
F18	元州及蘇屋	unchau&souk	2	fongchilung	方智龍	熱血公民
F19	李鄭屋	leichenguk	1	kongkwaisang	江貴生	民協
F19	李鄭屋	leichenguk	2	chankengchau	陳鏡秋	西九新動力
F20	下白田	hapaktin	1	yankaiwing	甄啟榮	西九新動力/經民聯
F20	下白田	hapaktin	2	tangmeiching	鄧美晶	社民連/社會主義行動
F21	又一村	yauyattsuen	1	chaudicksonkafaat	周嘉發	社民連
F21	又一村	yauyattsuen	2	leetszkingdominic	李梓敬	自由黨
F22	南山、大坑東及大坑西	namshan,taihangtung&taihangsai	1	waihoiying	韋海英	西九新動力
F22	南山、大坑東及大坑西	namshan,taihangtung&taihangsai	2	tamkwokkiu	譚國僑	民協
F22	南山、大坑東及大坑西	namshan,taihangtung&taihangsai	3	foowailok	符偉樂	獨立民主派
F23	龍坪及上白田	lungping&sheungpaktin	1	chengchihong	鄭志康	不明確
F23	龍坪及上白田	lungping&sheungpaktin	2	lamwaimanraymond	林偉文	工聯會
F23	龍坪及上白田	lungping&sheungpaktin	3	ngmeicarman	吳美	民協
G01	馬頭圍	matauwai	1	siutinhung	邵天虹	民建聯
G01	馬頭圍	matauwai	2	mokkahanrosanda	莫嘉嫻	民協
G02	馬坑涌	mahangchung	1	wongyuncheong	黃潤昌	工聯會
G02	馬坑涌	mahangchung	2	laushuyin	劉舒燕	獨立民主派
G02	馬坑涌	mahangchung	3	laikwongwai	黎廣偉	民協
G03	馬頭角	mataukok	1	kwanhoyeung	關浩洋	民建聯
G03	馬頭角	mataukok	2	auwingho	區咏豪	不明確
G04	樂民	lokman	1	yangwingkit	楊永杰	西九新動力
G04	樂民	lokman	2	pongyatming	龐一鳴	獨立民主派
G05	常樂	sheunglok	1	chankalingjudy	陳嘉玲	不明確
G05	常樂	sheunglok	2	lukkingkwong	陸勁光	民建聯
G05	常樂	sheunglok	3	wongwingkit	黃永傑	民協
G06	何文田	homantin	1	chengleeming	鄭利明	西九新動力
G06	何文田	homantin	2	chanlaikwan	陳麗君	民主黨
G07	嘉道理	kadoorie	1	wongchi	黃馳	獨立建制派
G07	嘉道理	kadoorie	2	lauhokwai	劉學威	不明確
G07	嘉道理	kadoorie	3	siuleongsing	蕭亮聲	民協
G08	太子	prince	1	tingkinwa	丁健華	九龍社團聯會
G09	九龍塘	kowloontong	1	hohinming	何顯明	自由黨
G10	龍城	lungshing	1	wongmansing	王民聲	不明確
G10	龍城	lungshing	2	ngpokeung	吳寶強	民建聯
G11	宋皇臺	sungwongtoi	1	yeungchunyu	楊振宇	民協
G11	宋皇臺	sungwongtoi	2	ipchiwaialexander	葉志偉	經民聯
G11	宋皇臺	sungwongtoi	3	chengchunwahgary	鄭振華	工聯會
G12	啓德北	kaitaknorth	1	leungyuenting	梁婉婷	西九新動力
G12	啓德北	kaitaknorth	2	lamheitingmiranda	林希婷	不明確
G12	啓德北	kaitaknorth	3	chanpoyuk	陳寶玉	不明確
G12	啓德北	kaitaknorth	4	litingfung	李庭豐	民協
G13	啓德南	kaitaksouth	1	hehuahan	何華漢	九龍社團聯會
G13	啓德南	kaitaksouth	2	soyeeman	蘇綺雯	民主黨
G14	海心	hoisham	1	punkwokwah	潘國華	民建聯
G14	海心	hoisham	2	leekawai	李家威	香港關注會
G15	土瓜灣北	tokwawannorth	1	shumtaifung	沈泰鋒	我們是未來/傘後組織
G15	土瓜灣北	tokwawannorth	2	lamyilai	林依麗	香港關注會
G15	土瓜灣北	tokwawannorth	3	leewaikingstarry	李慧琼	民建聯
G16	土瓜灣南	tokwawansouth	1	lampok	林博	九龍社團聯會
G16	土瓜灣南	tokwawansouth	2	chonglailing	莊麗玲	民主黨
G17	鶴園海逸	hokyuenlagunaverde	1	yeungkecheong	楊繼昌	自護聯邦
G17	鶴園海逸	hokyuenlagunaverde	2	yuecheewingadmond	余志榮	九龍社團聯會
G17	鶴園海逸	hokyuenlagunaverde	3	siuyuensheung	蕭婉嫦	民建聯
G18	黃埔東	whampoaeast	1	lawshekming	羅錫明	不明確
G18	黃埔東	whampoaeast	2	leungmeifun	梁美芬	西九新動力/經民聯
G18	黃埔東	whampoaeast	3	yauwaiching	游蕙禎	青年新政
G19	黃埔西	whampoawest	1	kwongpoyin	鄺葆賢	青年新政
G19	黃埔西	whampoawest	2	lauwaiwing	劉偉榮	西九新動力
G20	紅磡灣	hunghombay	1	licalvinkamcheong	李淦鏘	不明確
G20	紅磡灣	hunghombay	2	fungkingmanvirginia	馮競文	獨立民主派
G20	紅磡灣	hunghombay	3	chiushishun	趙仕信	工黨
G20	紅磡灣	hunghombay	4	cheungyanhong	張仁康	西九新動力
G21	紅磡	hunghom	1	yumkwoktungpius	任國棟	民協
G21	紅磡	hunghom	2	lamtakshing	林德成	民建聯
G21	紅磡	hunghom	3	wongchikeung	黃志強	不明確
G22	家維	kawai	1	lochiukit	勞超傑	西九新動力
G23	愛民	oiman	1	ngfankam	吳奮金	民建聯
G23	愛民	oiman	2	maheipang	馬希鵬	民主黨
G24	愛俊	oichun	1	chowuihung	左滙雄	西九新動力
G24	愛俊	oichun	2	chanyaucheong	陳友昌	公民黨
H01	龍趣	lungtsui	1	yeungmansekedmond	楊敏碩	獨立建制派
H01	龍趣	lungtsui	2	tsangcheukkuenjackal	曾卓權	獨立民主派
H01	龍趣	lungtsui	3	leetungkong	李東江	獨立建制派
H02	龍下	lungha	1	leeyimhung	李炎雄	九龍社團聯會
H02	龍下	lungha	2	kwoksauying	郭秀英	獨立民主派
H03	龍上	lungsheung	1	lammanfai	林文輝	工聯會
H03	龍上	lungsheung	2	lamwaikei	林偉基	民主黨
H03	龍上	lungsheung	3	chowlaicheong	周勵昌	獨立建制派
H04	鳳凰	fungwong	1	wongkamchiu	黃錦超	九龍社團聯會/創建力量
H04	鳳凰	fungwong	2	chanyimkwongjoe	陳炎光	獨立民主派
H05	鳳德	fungtak	1	kanchiho	簡志豪	民建聯
H05	鳳德	fungtak	2	wongkwokkeung	黃國強	不明確
H06	龍星	lungsing	1	ngokkingfun	岳敬寬	獨立建制派
H06	龍星	lungsing	2	howaikuen	何偉權	獨立建制派
H06	龍星	lungsing	3	lamjosephchok	林作	獨立建制派
H06	龍星	lungsing	4	tamheungman	譚香文	前綫
H07	新蒲崗	sanpokong	1	luikailinwendy	雷啟蓮	九龍社團聯會
H07	新蒲崗	sanpokong	2	watkion	屈奇安	獨立建制派
H08	東頭	tungtau	1	cheungpakhang	張百恒	不明確
H08	東頭	tungtau	2	litakhong	李德康	民建聯
H09	東美	tungmei	1	szetakloy	施德來	民協
H09	東美	tungmei	2	wongkwokyan	黃國恩	民建聯
H10	樂富	lokfu	1	yuenyuething	袁月卿	不明確
H10	樂富	lokfu	2	chanwaikwanandie	陳偉坤	九龍社團聯會/創建力量
H11	橫頭磡	wangtauhom	1	laiwingho	黎榮浩	民建聯
H12	天強	tinkeung	1	leehoyinraymond	李浩然	公民黨
H12	天強	tinkeung	2	chanontai	陳安泰	自由黨
H13	翠竹及鵬程	tsuichuk&pangching	1	sosikkin	蘇錫堅	九龍社團聯會/創建力量
H13	翠竹及鵬程	tsuichuk&pangching	2	chanyingleonard	陳英	不明確
H13	翠竹及鵬程	tsuichuk&pangching	3	leekahing	李嘉興	不明確
H14	竹園南	chukyuensouth	1	huikamshing	許錦成	民協
H14	竹園南	chukyuensouth	2	chanchaksum	陳澤森	工聯會
H15	竹園北	chukyuennorth	1	chankitbing	陳潔冰	人民力量
H15	竹園北	chukyuennorth	2	tingchiwairoy	丁志威	獨立建制派
H16	慈雲西	tszwanwest	1	leungyauking	梁祐敬	熱血公民
H16	慈雲西	tszwanwest	2	yungsingkwong	翁誠光	民主黨
H16	慈雲西	tszwanwest	3	yuenkwokkeung	袁國強	民建聯
H17	正愛	chingoi	1	chanmankimaggie	陳曼琪	民建聯
H17	正愛	chingoi	2	maktszho	麥子豪	慈雲山建設力量/傘後組織
H18	正安	chingon	1	wongyatyuk	黃逸旭	獨立民主派
H19	慈雲東	tszwaneast	1	hohonman	何漢文	民建聯
H19	慈雲東	tszwaneast	2	tamchunman	譚俊文	慈雲山建設力量/傘後組織
H20	瓊富	kingfu	1	wongchunkin	黃鎮健	工聯會
H20	瓊富	kingfu	2	wuchiwai	胡志偉	民主黨
H21	彩雲東	choiwaneast	1	wongkwoktung	黃國桐	民主黨
H21	彩雲東	choiwaneast	2	lokwaichuen	駱偉泉	不明確
H21	彩雲東	choiwaneast	3	choytszkintimothy	蔡子健	民建聯
H22	彩雲南	choiwansouth	1	shumwanwa	沈運華	民主黨
H22	彩雲南	choiwansouth	2	limeilan	李美蘭	民建聯
H23	彩雲西	choiwanwest	1	tsechikit	謝智傑	民主黨
H23	彩雲西	choiwanwest	2	tammeipo	譚美普	工聯會/民建聯
H24	池彩	chichoi	1	wuchikin	胡志健	民主黨
H24	池彩	chichoi	2	hoyinfai	何賢輝	工聯會/民建聯
H25	彩虹	choihung	1	leungtatpor	梁達波	獨立民主派
H25	彩虹	choihung	2	mokkinwing	莫健榮	工聯會
J01	觀塘中心	kwuntongcentral	1	chanwahyu	陳華裕	九龍社團聯會/創建力量
J02	九龍灣	kowloonbay	1	poonyamwaichun	潘任惠珍	獨立民主派
J03	啓業	kaiyip	1	lamsing	林誠	民主黨
J03	啓業	kaiyip	2	auyeungkwannok	歐陽均諾	民建聯
J04	麗晶	laiching	1	poonchunyuen	潘進源	民建聯
J04	麗晶	laiching	2	buxsheikanthony	畢東尼	公民黨
J05	坪石	pingshek	1	chanchunkit	陳俊傑	民建聯
J06	雙彩	sheungchoi	1	tamsiucheuk	譚肇卓	民建聯
J07	佐敦谷	jordanvalley	1	wongwaitag	黃偉達	民主黨
J07	佐敦谷	jordanvalley	2	nganmanyu	顏汶羽	民建聯
J08	順天	shuntin	1	mokkinshing	莫建成	民主黨
J08	順天	shuntin	2	kwokbitchun	郭必錚	民建聯
J09	雙順	sheungshun	1	fupikchun	符碧珍	九龍社團聯會/創建力量
J10	安利	onlee	1	choychakhung	蔡澤鴻	獨立民主派
J10	安利	onlee	2	leungtangfung	梁騰丰	民建聯
J10	安利	onlee	3	chokaifai	曹啓暉	不明確
J11	寶達	potat	1	tamholam	譚灝琳	不明確
J11	寶達	potat	2	hungkamin	洪錦鉉	民建聯
J12	秀茂坪北	saumaupingnorth	1	wongchunping	黃春平	九龍社團聯會/創建力量
J13	曉麗	hiulai	1	fungkwokkeungbonhoeffer	馮國強	獨立民主派/傘後組織
J13	曉麗	hiulai	2	solaichun	蘇麗珍	九龍社團聯會/創建力量
J14	秀茂坪南	saumaupingsouth	1	chanyiuhungjimmy	陳耀雄	九龍社團聯會
J14	秀茂坪南	saumaupingsouth	2	chengkwokchun	鄭國俊	東九龍社區關注組/傘後組織
J14	秀茂坪南	saumaupingsouth	3	kaimingwah	計明華	民主黨
J15	秀茂坪中	saumaupingcentral	1	cheungpuikong	張培剛	民建聯
J16	興田	hingtin	1	chanmankin	陳汶堅	民主黨
J16	興田	hingtin	2	loching	羅靜	工聯會
J17	藍田	lamtin	1	kanmingtung	簡銘東	工聯會
J17	藍田	lamtin	2	yaumeipo	游美寶	香港廚師聯盟/傘後組織
J18	廣德	kwongtak	1	orchongshing	柯創盛	民建聯
J19	平田	pingtin	1	yiupakleung	姚柏良	創建力量
J19	平田	pingtin	2	ngchifai	吳志輝	獨立民主派/傘後組織
J20	栢雅	paknga	1	yusuisang	余瑞生	不明確
J20	栢雅	paknga	2	hokaiming	何啟明	工聯會
J20	栢雅	paknga	3	chanyuming	陳宇明	公民黨
J21	油塘東	yautongeast	1	cheungkitang	張琪騰	民建聯
J22	油麗	yaulai	1	chengwahtungfrancis	鄭華東	不明確
J22	油麗	yaulai	2	laishuhopatrick	黎樹濠	九龍社團聯會/創建力量
J22	油麗	yaulai	3	honkaming	韓家銘	民主黨
J23	翠翔	chuicheung	1	tsesukchun	謝淑珍	獨立民主派
J23	翠翔	chuicheung	2	wongkaisan	黃啟燊	工聯會
J24	油塘西	yautongwest	1	luitunghai	呂東孩	九龍社團聯會/創建力量
J25	麗港城	lagunacity	1	tangwingchun	鄧咏駿	新論壇
J25	麗港城	lagunacity	2	tammanhojeremyjansen	譚文豪	公民黨
J26	景田	kingtin	1	cheungshunwah	張順華	九龍社團聯會/創建力量
J26	景田	kingtin	2	tongdickkan	唐廸勤	公民黨
J27	翠屏	tsuiping	1	chengkeungfung	鄭強峰	九龍社團聯會/公屋聯會
J27	翠屏	tsuiping	2	lamhochuncarol	林可珍	人民力量/前綫
J28	寶樂	polok	1	chengkengieong	鄭景陽	民主黨
J28	寶樂	polok	2	lautingon	劉定安	新論壇
J29	月華	yuetwah	1	hsuhoishan	徐海山	新論壇
J29	月華	yuetwah	2	chankamwai	陳錦威	香港廚師聯盟/傘後組織
J30	協康	hiphong	1	chauchungping	周頌平	不明確
J30	協康	hiphong	2	chanchungbunbunny	陳振彬	九龍社團聯會/創建力量
J30	協康	hiphong	3	wongyitingedith	黃綺婷	不明確
J31	康樂	honglok	1	mayatchiu	馬軼超	新論壇
J31	康樂	honglok	2	chanchakto	陳澤滔	東九龍社區關注組/傘後組織
J32	定安	tingon	1	kamkin	金堅	九龍社團聯會
J32	定安	tingon	2	wongkaiming	黃啟明	民主黨
J33	牛頭角上邨	upperngautaukokestate	1	chankokwahben	陳國華	民建聯
J33	牛頭角上邨	upperngautaukokestate	2	luichihanghendrick	呂智恆	牛頭角民生關注會/傘後組織
J34	牛頭角下邨	lowerngautaukokestate	1	wongchingfung	黃正峰	民主黨
J34	牛頭角下邨	lowerngautaukokestate	2	cheungyiupan	張姚彬	民建聯
J35	淘大	totai	1	yiphingkwok	葉興國	創建力量
J36	樂華北	lokwahnorth	1	wongchiken	黃子健	東九龍社區關注組/傘後組織
J36	樂華北	lokwahnorth	2	fungkamyuen	馮錦源	獨立建制派
J37	樂華南	lokwahsouth	1	leekahang	李嘉恒	工聯會
J37	樂華南	lokwahsouth	2	sokoonchungkevin	蘇冠聰	獨立民主派
K01	德華	takwah	1	losiukit	羅少傑	社區18
K02	楊屋道	yeungukroad	1	chanhanpan	陳恒鑌	民建聯
K02	楊屋道	yeungukroad	2	lamsektim	林錫添	荃灣社區網絡/傘後組織
K03	海濱	hoibun	1	chengpakkeung	鄭柏強	獨立建制派
K03	海濱	hoibun	2	chowpingtim	鄒秉恬	城鄉居民共和協會
K04	祈德尊	claguegarden	1	kooyeungpong	古揚邦	民建聯
K04	祈德尊	claguegarden	2	tongwingchi	湯詠芝	獨立民主派
K05	福來	fukloi	1	kotsiuyuen	葛兆源	工聯會
K06	愉景	discoverypark	1	tienmichaelpuksun	田北辰	新民黨
K06	愉景	discoverypark	2	chiuyanloy	趙恩來	工黨
K07	荃灣中心	tsuenwancentre	1	lihungpor	李洪波	民主黨
K07	荃灣中心	tsuenwancentre	2	tsangtai	曾大	民建聯
K08	荃威	allway	1	wongyuitaklouis	王鋭德	民主黨
K08	荃威	allway	2	lamyuenpun	林婉濱	新界社團聯會
K09	麗濤	laito	1	wongwaikit	黃偉傑	新界社團聯會
K09	麗濤	laito	2	chiupuisze	趙佩詩	公民黨
K10	汀深	tingsham	1	haheilok	夏希諾	工黨
K10	汀深	tingsham	2	chengchitpun	鄭捷彬	新民黨
K10	汀深	tingsham	3	chengshinglungedwin	鄭承隆	獨立建制派
K11	荃灣西	tsuenwanwest	1	chushunming	朱順明	不明確
K11	荃灣西	tsuenwanwest	2	lamlamnixie	林琳	民建聯
K11	荃灣西	tsuenwanwest	3	poonchiulam	潘昭霖	荃灣民生動力/傘後組織
K12	荃灣郊區	tsuenwanrural	1	chanwaiming01	陳偉明	獨立建制派
K12	荃灣郊區	tsuenwanrural	2	nghinlung	伍顯龍	不明確
K13	馬灣	mawan	1	tsengwentienjustin	曾文典	獨立民主派
K13	馬灣	mawan	2	lukwaileungwilliam	陸偉良	新思維
K13	馬灣	mawan	3	tamhoipong	譚凱邦	新民主同盟
K13	馬灣	mawan	4	wongchiuwahkevin	黃超華	新民黨
K14	綠楊	lukyeung	1	wongpuichi	王珮芝	新民主同盟
K14	綠楊	lukyeung	2	lamfaatkang	林發耿	新界社團聯會
K15	梨木樹東	leimukshueeast	1	chanyuensumsumly	陳琬琛	公民黨
K15	梨木樹東	leimukshueeast	2	luidikming	呂廸明	民建聯
K16	梨木樹西	leimukshuewest	1	tamtszfei	譚芷菲	工聯會
K16	梨木樹西	leimukshuewest	2	wongkawa	黃家華	公民黨
K17	石圍角	shekwaikok	1	manyuming	文裕明	新界社團聯會
K17	石圍角	shekwaikok	2	laimanfai	賴文輝	獨立民主派
K18	象石	cheungshek	1	wongchishunaden	黃志順	民主陣線
K18	象石	cheungshek	2	chanchunchung	陳振中	民建聯
K18	象石	cheungshek	3	chankawing	陳嘉榮	民主黨
L01	屯門市中心	tuenmuntowncentre	1	chiukammoon	趙金滿	不明確
L01	屯門市中心	tuenmuntowncentre	2	auchiyuen	歐志遠	新界社團聯會
L02	兆置	siuchi	1	lamchunghoi	林頌鎧	民主黨
L02	兆置	siuchi	2	lichingyee	李靜儀	民建聯
L02	兆置	siuchi	3	wongkaleung	王加良	不明確
L03	兆翠	siutsui	1	yipmanpan	葉文斌	民建聯
L03	兆翠	siutsui	2	nghonying	吳漢鷹	友愛民主發展同盟
L03	兆翠	siutsui	3	tangchunto	鄧俊滔	民主黨
L04	安定	onting	1	fungpuiyin	馮沛賢	工聯會
L04	安定	onting	2	kongfungyi	江鳳儀	民協
L05	友愛南	yauoisouth	1	chinpofun	錢寶芬	人民力量
L05	友愛南	yauoisouth	2	tsanghinhong	曾憲康	民建聯
L06	友愛北	yauoinorth	1	chanwansang	陳雲生	民建聯
L06	友愛北	yauoinorth	2	tamchunyin	譚駿賢	工黨
L06	友愛北	yauoinorth	3	lamlap	林立	獨立民主派
L07	翠興	tsuihing	1	chuyiuwah	朱耀華	新民黨
L08	山景	shanking	1	ngkoonhung	吳觀鴻	獨立建制派
L08	山景	shanking	2	honlaiyin	韓禮賢	屯門社區關注組/傘後組織
L09	景興	kinghing	1	chanyauhoi	陳有海	工聯會
L10	興澤	hingtsak	1	chanszenga	陳詩雅	屯門社區關注組/傘後組織
L10	興澤	hingtsak	2	tsuifan	徐帆	工聯會
L11	新墟	sanhui	1	hohauchun	何孝俊	獨立民主派
L11	新墟	sanhui	2	huicheukho	許卓豪	鄉事派
L11	新墟	sanhui	3	kwuhonkeung	古漢強	新界社團聯會
L12	三聖	samshing	1	leekamtim	李錦添	獨立民主派
L12	三聖	samshing	2	soshiushing	蘇炤成	新民黨
L13	恆褔	hanford	1	chushunngabeatrice	朱順雅	民主黨
L13	恆褔	hanford	2	ngaikaho	魏嘉豪	不明確
L13	恆褔	hanford	3	wongchakwah	黃澤華	不明確
L13	恆褔	hanford	4	likwaifong	李桂芳	獨立建制派
L14	富新	fusun	1	lungkangsan	龍更新	獨立建制派
L14	富新	fusun	2	lisaikeung	李世強	不明確
L14	富新	fusun	3	taiyinchiu	戴賢招	獨立建制派
L14	富新	fusun	4	cheungwaikau	張偉球	獨立民主派
L14	富新	fusun	5	kammanfung	甘文鋒	新民黨
L14	富新	fusun	6	hoyingsang	何英生	不明確
L15	悅湖	yuetwu	1	cheunghangfai	張恒輝	民建聯
L15	悅湖	yuetwu	2	yiplaimeinatalie	葉麗媚	獨立民主派
L16	兆禧	siuhei	1	haukwoktung	侯國東	民建聯
L16	兆禧	siuhei	2	yansiunam	甄紹南	民協
L17	湖景	wuking	1	leungkinman	梁健文	民建聯
L17	湖景	wuking	2	chowkailim	周啟廉	屯門社區關注組/傘後組織
L18	蝴蝶	butterfly	1	yeungchihang	楊智恒	民協
L18	蝴蝶	butterfly	2	sooikwan	蘇愛群	民建聯
L19	樂翠	loktsui	1	hokwanyiu	何君堯	獨立建制派
L19	樂翠	loktsui	2	yuenwaichung	阮偉忠	不明確
L19	樂翠	loktsui	3	chengchungtai	鄭松泰	熱血公民
L19	樂翠	loktsui	4	cheungwingwai	張永偉	不明確
L19	樂翠	loktsui	5	shumkamtim	沈錦添	新界社團聯會
L19	樂翠	loktsui	6	hochunyan	何俊仁	民主黨
L20	龍門	lungmun	1	lungshuihing	龍瑞卿	民建聯
L21	新景	sanking	1	leefungsim	李鳳嬋	民建聯
L21	新景	sanking	2	wonglaisheungcatherine	黃麗嫦	民主黨
L22	良景	leungking	1	chingchihung	程志紅	民建聯
L22	良景	leungking	2	kwuntungwing	官東榮	獨立建制派
L23	田景	tinking	1	leehungshamlothar	李洪森	工聯會
L23	田景	tinking	2	chiukimling	招儉玲	不明確
L24	寶田	potin	1	sokaman	蘇嘉雯	新民黨
L24	寶田	potin	2	chusiuhung	朱韶洪	不明確
L25	建生	kinsang	1	lamtszching	林梓晴	獨立民主派
L25	建生	kinsang	2	chanmanwah	陳文華	民建聯
L26	兆康	siuhong	1	moshingfung	巫成鋒	民建聯
L26	兆康	siuhong	2	lawhoyan	羅浩恩	不明確
L26	兆康	siuhong	3	chanshuyingjosephine	陳樹英	民主黨
L27	景峰	primeview	1	hohangmui	何杏梅	民主黨
L27	景峰	primeview	2	kwongmantik	鄺珉樀	獨立建制派
L28	富泰	futai	1	chanmanwell	陳文偉	工聯會
L28	富泰	futai	2	howaicheung	何偉祥	不明確
L29	屯門鄉郊	tuenmunrural	1	tangtaksum	鄧德森	鄉事派
L29	屯門鄉郊	tuenmunrural	2	tosheckyuen	陶錫源	城鄉居民共和協會/屯門鄉事委員會
M01	豐年	fungnin	1	luikin	呂堅	民建聯
M01	豐年	fungnin	2	wongkwokhung	黃國雄	民主陣線
M02	水邊	shuipin	1	yuenmanyee	袁敏兒	新界社團聯會
M03	南屏	namping	1	wongwaiyinzachary	黃偉賢	民主黨
M03	南屏	namping	2	cheungfanlan	張芬蘭	民建聯
M03	南屏	namping	3	chanwaiyi	陳惠儀	獨立建制派
M04	北朗	peklong	1	wongyukchun	黃玉珍	民建聯
M04	北朗	peklong	2	kwongchunyu	鄺俊宇	民主黨
M05	元朗中心	yuenlongcentre	1	lamtingwai	林廷衞	民主陣線
M05	元朗中心	yuenlongcentre	2	siulongming	蕭浪鳴	民建聯
M06	元龍	yuenlung	1	wongwaishun	王威信	新民黨
M06	元龍	yuenlung	2	chongkinshing	莊健成	經民聯
M07	鳳翔	fungcheung	1	makipsing	麥業成	民主陣線
M07	鳳翔	fungcheung	2	yuchungleung	余仲良	民建聯
M07	鳳翔	fungcheung	3	wongwai	王偉	不明確
M08	十八鄉東	shappatheungeast	1	shumhokit	沈豪傑	獨立建制派
M09	十八鄉中	shappatheungcentral	1	leungmingkin	梁明堅	城鄉居民共和協會
M10	十八鄉西	shappatheungwest	1	chingchanming	程振明	城鄉居民共和協會
M11	屏山南	pingshansouth	1	cheungmuklam	張木林	新界社團聯會
M12	屏山中	pingshancentral	1	tanghingip	鄧慶業	獨立建制派
M13	屏山北	pingshannorth	1	tangtatsin	鄧達善	鄉事派
M13	屏山北	pingshannorth	2	youngkaon	楊家安	不明確
M14	廈村	hatsuen	1	chengkamho	鄭錦豪	不明確
M14	廈村	hatsuen	2	tangkaleung	鄧家良	城鄉居民共和協會
M15	天盛	tinshing	1	chanszeching	陳思靜	新民黨
